Sr No,Movie Name,Storyline,,,,,,,,,
7995, Finding Amelia,Group of Australian soldiers found Amelia Earhart's plane in 1945 Papua New Guinea jungle. Specialists use soldiers' testimony and old map to locate the downed aircraft again.,,,,,,,,,
7996, Pailam Pilaga,"In Kothula Gutta, Shiva dreams beyond his village. When love and fate intertwine, an epic journey of challenges and redemption unfolds.",,,,,,,,,
7997, Main Ladega,"A young boy escapes his troubled home, finding solace in boxing at an army hostel, where he channels his pain into strength to protect his family.",,,,,,,,,
7998, Arno: Rock'n'Roll Godverdomme,A kaleidoscopic portrait of the life of iconic Belgian musician Arno Hintjens.,,,,,,,,,
7999, D-Day: 80th Anniversary,"The story explores Operation Overlord, D-Day invasion of Normandy beaches in WWII, through interviews with historians, experts, eyewitnesses, detailing events leading up to this pivotal battle that liberated Western Europe.",,,,,,,,,
8000, Cannes Without A Plan,"""Cannes Without A Plan"" follows three divorcees on an impromptu trip to France, revealing that regardless of age, it's never too late to 'take the trip'. Leaving behind 5 kids, 5 dogs, and all their inhibitions, these audacious women are in search of a bed to sleep in, a croissant, and Prince Albert. This comedy/documentary is more than a film: it's unscripted magic as these moms on the loose navigate love, sobriety, and the pursuit of happiness. Don't miss out - this trip is one for all ages.",,,,,,,,,
8001, Lattha Sadan,"Three boys-Vikram, Siddharth, and Aayush-join a prestigious hostel. Vikram follows tradition, Siddharth navigates independence, and Aayush, an orphan, strives for success as they compete for a spot on the wall of fame?",,,,,,,,,
8002, Tricks,"Trish, a beautiful prostitute that grows deep feelings for a client Joe, an alcoholic, drug using undercover cop. With a fiance at home that he barely sees due to work and his endeavors with Trish, he spirals out of control and loses everything after she is mysteriously murdered and he comes home to discovers the crime scene. Living on the street having altercations and struggling to adapt, Trish sees him one day after she's changed her life for the better and vows to help him however she can after seeing his present state and learning about the news of his fiance. And she finds out that one of her infatuated ""tricks"", Clive Michaels is the killer and she has to go back to prostitution undercover to get a confession.",,,,,,,,,
8003, Devi,"Devi's life was upended when she was arrested during Nepal's civil war accused of rebellion, tortured and raped while in custody. She faced depression and isolation. Despite this Devi joined rebel forces and became member of parliament.",,,,,,,,,
8004, Generation Terror,Horror bleeds into the 21st Century in an incisive documentary looking back at the late 1990s film industry on a global scale to find out what happened at the turn of the millennium to allow for the huge wealth of horror films flooding out from all corners of the globe.,,,,,,,,,
8005, Savage Girls,"A gritty thriller set in the raw heart of Watts, LA, Savage Girls is the story of three women caught in a dangerous game of survival, betrayal, and the will to rise above their circumstances.",,,,,,,,,
8006, Gholhak,Qholhak is a view of the lives of three Iranian couples in a residential complex in the north of Tehran (Qholhak) along with a neighbor's young daughter who has returned from abroad and a janitor of the complex who gets involved in an interesting and strange adventure.,,,,,,,,,
8007, They're Here,"A community of New Yorkers experiences close encounters with UFOs, prompting lifestyle changes as they grapple with the implications.",,,,,,,,,
8008, ALCOL,"A man has been living in a camper isolated from everyone and everything for two years now. Having fallen into alcohol addiction, he is affected by hallucinations and altered states of mind, but the solution to his drama will come.",,,,,,,,,
8009, Come for Me,"A group of friends decides to visit a small town in northern Mexico to look for their friend George, who has been missing for months. Upon arriving, they discover that the site is abandoned.",,,,,,,,,
8010, Nada,"Ana is setting up an exhibition of her artwork when she is forced to return to the farm where she lived in her childhood. Tereza, her sister, has been stricken with an enigmatic illness that alters her states of consciousness.",,,,,,,,,
8011, Naishabdo,"A story of Khokon Das, wife Ganga and 5-year-old Durga when COVID-19 hits. Khokon falls into substance abuse. With a lawyer's aid Ganga and her daughter escapes with schoolmaster and transforming her life.",,,,,,,,,
8012, Voltage,"Tega, a young man in his early to mid-thirties, recently reconciles with his ailing mother, Madam Uche, who is deeply worried about her health. She wants her son to replace her on the board of the family business, Dagogo Marine and Engineering, which is headed by his late father's best friend, Chief Gabby Dagogo. Tega is a socially conscious young man who quickly realizes that his family business is a cesspit of corruption and a hub of everything wrong with Nigeria, particularly in the power sector. His closest friends-Bob, Ken, and Jez-come from more humble backgrounds but are not spared from the effects of energy corruption in high places. A damaged power transformer in their ghetto neighborhood leads to a series of tragic incidents, culminating in the loss of a child during childbirth. In reaction, the residents rise in protest against agents of the power company who come to disconnect their electricity due to unpaid debts. During a scuffle, one of the agents falls, hits his head on the ground, and dies. Meanwhile, a gathering of Chief Dagogo's friends reveals they are the juggernauts controlling Nigeria's energy sector-from generator importation to diesel supply, and across the upstream, midstream, and downstream sectors of the oil industry, among other areas. Tega soon clashes with the company when he uses his position to intervene in the police case arising from the death of the power company agent. This intervention brings more trouble for Tega, who subsequently uncovers secrets indicating that his family business is deeply entangled in the organized crime that dominates Nigeria's oil, gas, and power sectors. Determined to dismantle the corrupt power behemoth at all costs-even if it jeopardizes his family's fortunes-Tega enlists the help of his friends. However, their efforts are soon discovered by the underworld power brokers and movers in the energy sector, who are connected to ruthless global oil cartels. Tega and his friends are lured into a trap and imprisoned in a warehouse in the middle of nowhere. Their only hope of survival lies in Abo, the only daughter of Chief Dagogo, and Bozzo, the leader of an independent private army maintained by Tega's mother. Will they survive this perilous mission, which pits this small David against the Goliath of international oil cartels operating in Nigeria's power sector?",,,,,,,,,
8013, Hell Jumper,Chris Parry and friends headed to Ukraine in a white van and hooked up with a rag-tag bunch of civilian 'evacuators' to help people escape their homes. But the group's missions grew riskier and riskier.,,,,,,,,,
8014, Iwájú: A Day Ahead,Pan-African founders of entertainment company Kugali made their dream reality by creating an original animated series with Walt Disney Animation Studios. This special filmed across three continents shares their inspirational journey.,,,,,,,,,
8015, Sube a mi Nube,"Based on the real-life story of a highly successful Saturday morning show, its main host, her fame, love and loneliness.",,,,,,,,,
8016, Chuva de Verão,"Seven childhood friends, in their mid twenties, honor their annual summer tradition by spending a week in a seaside town, forcing them to confront the memories of a complicated past.",,,,,,,,,
